Baseline_Year,SCS_Total_Visits,SCS_Clients_Monthly_Sum,SCS_Nonfatal_Overdoses,SCS_Naloxone_Administrations,SCS_Sites,OPS_Sites,Total_Sites,Naloxone_Kits_Per_100k,Opioid_Deaths,Hospitalizations,ED_Visits,EMS_Responses
2024,142640.5,21780.25,2225.25,754.75,38.583333333333336,67.58333333333333,106.16666666666666,1731.556411,1829.75,1398.0,6151.0,9031.5
