Substance,Source,Specific_Measure,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,20 to 29 years,Male,Number,2732
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,30 to 39 years,Female,Number,2440
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,30 to 39 years,Male,Number,4851
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,40 to 49 years,Female,Number,1508
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,40 to 49 years,Male,Number,3600
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,50 to 59 years,Female,Number,757
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,50 to 59 years,Male,Number,2050
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,60 years or more,Female,Number,803
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2025,60 years or more,Male,Number,1456
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,0 to 19 years,Female,Number,452
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,0 to 19 years,Male,Number,335
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,20 to 29 years,Female,Number,1788
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,20 to 29 years,Male,Number,2921
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,30 to 39 years,Female,Number,2530
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,30 to 39 years,Male,Number,5329
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,40 to 49 years,Female,Number,1681
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,40 to 49 years,Male,Number,3836
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,50 to 59 years,Female,Number,834
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,50 to 59 years,Male,Number,2159
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,60 years or more,Female,Number,826
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2024,60 years or more,Male,Number,1390
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,0 to 19 years,Female,Number,616
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,0 to 19 years,Male,Number,472
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,20 to 29 years,Female,Number,2158
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,20 to 29 years,Male,Number,3886
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,30 to 39 years,Female,Number,2726
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,30 to 39 years,Male,Number,6407
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,40 to 49 years,Female,Number,1614
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,40 to 49 years,Male,Number,4255
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,50 to 59 years,Female,Number,984
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,50 to 59 years,Male,Number,2455
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,60 years or more,Female,Number,748
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2023,60 years or more,Male,Number,1502
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,0 to 19 years,Female,Number,566
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,0 to 19 years,Male,Number,382
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,20 to 29 years,Female,Number,1816
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,20 to 29 years,Male,Number,3461
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,30 to 39 years,Female,Number,2287
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,30 to 39 years,Male,Number,5485
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,40 to 49 years,Female,Number,1309
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,40 to 49 years,Male,Number,3456
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,50 to 59 years,Female,Number,780
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,50 to 59 years,Male,Number,2232
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,60 years or more,Female,Number,750
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2022,60 years or more,Male,Number,1260
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,0 to 19 years,Female,Number,549
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,0 to 19 years,Male,Number,385
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,20 to 29 years,Female,Number,2416
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,20 to 29 years,Male,Number,4966
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,30 to 39 years,Female,Number,3186
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,30 to 39 years,Male,Number,7638
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,40 to 49 years,Female,Number,1701
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,40 to 49 years,Male,Number,5037
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,50 to 59 years,Female,Number,933
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,50 to 59 years,Male,Number,3045
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,60 years or more,Female,Number,684
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2021,60 years or more,Male,Number,1423
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,0 to 19 years,Female,Number,449
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,0 to 19 years,Male,Number,394
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,20 to 29 years,Female,Number,1935
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,20 to 29 years,Male,Number,3726
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,30 to 39 years,Female,Number,2096
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,30 to 39 years,Male,Number,5021
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,40 to 49 years,Female,Number,1158
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,40 to 49 years,Male,Number,2969
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,50 to 59 years,Female,Number,789
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,50 to 59 years,Male,Number,2274
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,60 years or more,Female,Number,613
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2020,60 years or more,Male,Number,999
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,0 to 19 years,Female,Number,434
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,0 to 19 years,Male,Number,352
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,20 to 29 years,Female,Number,1686
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,20 to 29 years,Male,Number,3163
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,30 to 39 years,Female,Number,1617
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,30 to 39 years,Male,Number,3963
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,40 to 49 years,Female,Number,970
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,40 to 49 years,Male,Number,2195
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,50 to 59 years,Female,Number,726
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,50 to 59 years,Male,Number,1587
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,60 years or more,Female,Number,614
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2019,60 years or more,Male,Number,757
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,0 to 19 years,Female,Number,499
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,0 to 19 years,Male,Number,387
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,20 to 29 years,Female,Number,1817
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,20 to 29 years,Male,Number,3548
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,30 to 39 years,Female,Number,1541
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,30 to 39 years,Male,Number,3699
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,40 to 49 years,Female,Number,892
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,40 to 49 years,Male,Number,2062
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,50 to 59 years,Female,Number,727
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,50 to 59 years,Male,Number,1502
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,60 years or more,Female,Number,694
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2018,60 years or more,Male,Number,732
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,0 to 19 years,Female,Number,513
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,0 to 19 years,Male,Number,351
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,20 to 29 years,Female,Number,1697
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,20 to 29 years,Male,Number,3394
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,30 to 39 years,Female,Number,1422
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,30 to 39 years,Male,Number,3311
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,40 to 49 years,Female,Number,870
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,40 to 49 years,Male,Number,1875
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,50 to 59 years,Female,Number,723
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,50 to 59 years,Male,Number,1395
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,60 years or more,Female,Number,593
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2017,60 years or more,Male,Number,689
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,0 to 19 years,Female,Number,392
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,0 to 19 years,Male,Number,284
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,20 to 29 years,Female,Number,1249
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,20 to 29 years,Male,Number,2223
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,30 to 39 years,Female,Number,910
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,30 to 39 years,Male,Number,2084
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,40 to 49 years,Female,Number,724
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,40 to 49 years,Male,Number,1258
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,50 to 59 years,Female,Number,595
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,50 to 59 years,Male,Number,1007
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,60 years or more,Female,Number,569
Opioids,Emergency Department (ED) Visits,Sex and age group,Canada,1,By year,2016,60 years or more,Male,Number,529
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,0 to 19 years,Female,Number,84
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,0 to 19 years,Male,Number,43
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,20 to 29 years,Female,Number,193
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,20 to 29 years,Male,Number,483
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,30 to 39 years,Female,Number,439
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,30 to 39 years,Male,Number,1161
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,40 to 49 years,Female,Number,318
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,40 to 49 years,Male,Number,990
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,50 to 59 years,Female,Number,185
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,50 to 59 years,Male,Number,615
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,60 years or more,Female,Number,90
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2025,60 years or more,Male,Number,386
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,0 to 19 years,Female,Number,62
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,0 to 19 years,Male,Number,55
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,20 to 29 years,Female,Number,224
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,20 to 29 years,Male,Number,612
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,30 to 39 years,Female,Number,490
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,30 to 39 years,Male,Number,1260
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,40 to 49 years,Female,Number,390
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,40 to 49 years,Male,Number,1178
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,50 to 59 years,Female,Number,193
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,50 to 59 years,Male,Number,680
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,60 years or more,Female,Number,117
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2024,60 years or more,Male,Number,386
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,0 to 19 years,Female,Number,91
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,0 to 19 years,Male,Number,93
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,20 to 29 years,Female,Number,259
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,20 to 29 years,Male,Number,732
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,30 to 39 years,Female,Number,483
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,30 to 39 years,Male,Number,1256
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,40 to 49 years,Female,Number,341
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,40 to 49 years,Male,Number,1078
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,50 to 59 years,Female,Number,209
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,50 to 59 years,Male,Number,740
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,60 years or more,Female,Number,132
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2023,60 years or more,Male,Number,444
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,0 to 19 years,Female,Number,85
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,0 to 19 years,Male,Number,62
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,20 to 29 years,Female,Number,293
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,20 to 29 years,Male,Number,634
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,30 to 39 years,Female,Number,394
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,30 to 39 years,Male,Number,1121
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,40 to 49 years,Female,Number,234
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,40 to 49 years,Male,Number,855
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,50 to 59 years,Female,Number,167
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,50 to 59 years,Male,Number,621
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,60 years or more,Female,Number,100
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2022,60 years or more,Male,Number,360
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,0 to 19 years,Female,Number,69
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,0 to 19 years,Male,Number,72
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,20 to 29 years,Female,Number,308
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,20 to 29 years,Male,Number,930
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,30 to 39 years,Female,Number,498
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,30 to 39 years,Male,Number,1382
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,40 to 49 years,Female,Number,364
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,40 to 49 years,Male,Number,1183
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,50 to 59 years,Female,Number,211
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,50 to 59 years,Male,Number,865
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,60 years or more,Female,Number,91
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2021,60 years or more,Male,Number,428
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,0 to 19 years,Female,Number,56
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,0 to 19 years,Male,Number,79
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,20 to 29 years,Female,Number,260
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,20 to 29 years,Male,Number,732
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,30 to 39 years,Female,Number,313
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,30 to 39 years,Male,Number,948
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,40 to 49 years,Female,Number,214
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,40 to 49 years,Male,Number,718
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,50 to 59 years,Female,Number,151
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,50 to 59 years,Male,Number,563
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,60 years or more,Female,Number,50
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2020,60 years or more,Male,Number,262
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,0 to 19 years,Female,Number,65
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,0 to 19 years,Male,Number,70
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,20 to 29 years,Female,Number,245
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,20 to 29 years,Male,Number,610
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,30 to 39 years,Female,Number,245
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,30 to 39 years,Male,Number,812
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,40 to 49 years,Female,Number,184
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,40 to 49 years,Male,Number,560
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,50 to 59 years,Female,Number,110
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,50 to 59 years,Male,Number,334
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,60 years or more,Female,Number,45
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2019,60 years or more,Male,Number,150
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,0 to 19 years,Female,Number,81
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,0 to 19 years,Male,Number,78
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,20 to 29 years,Female,Number,230
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,20 to 29 years,Male,Number,719
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,30 to 39 years,Female,Number,224
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,30 to 39 years,Male,Number,795
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,40 to 49 years,Female,Number,133
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,40 to 49 years,Male,Number,483
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,50 to 59 years,Female,Number,90
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,50 to 59 years,Male,Number,439
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,60 years or more,Female,Number,56
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2018,60 years or more,Male,Number,169
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,0 to 19 years,Female,Number,79
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,0 to 19 years,Male,Number,74
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,20 to 29 years,Female,Number,369
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,20 to 29 years,Male,Number,962
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,30 to 39 years,Female,Number,293
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,30 to 39 years,Male,Number,900
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,40 to 49 years,Female,Number,178
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,40 to 49 years,Male,Number,616
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,50 to 59 years,Female,Number,121
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,50 to 59 years,Male,Number,488
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,60 years or more,Female,Number,54
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2017,60 years or more,Male,Number,197
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,0 to 19 years,Female,Number,66
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,0 to 19 years,Male,Number,52
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,20 to 29 years,Female,Number,369
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,20 to 29 years,Male,Number,799
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,30 to 39 years,Female,Number,262
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,30 to 39 years,Male,Number,847
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,40 to 49 years,Female,Number,180
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,40 to 49 years,Male,Number,511
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,50 to 59 years,Female,Number,117
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,50 to 59 years,Male,Number,385
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,60 years or more,Female,Number,40
Opioids,Emergency Department (ED) Visits,Sex and age group,British Columbia,59,By year,2016,60 years or more,Male,Number,109
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,0 to 19 years,Female,Number,210
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,0 to 19 years,Male,Number,114
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,20 to 29 years,Female,Number,618
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,20 to 29 years,Male,Number,998
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,30 to 39 years,Female,Number,694
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,30 to 39 years,Male,Number,1400
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,40 to 49 years,Female,Number,381
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,40 to 49 years,Male,Number,909
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,50 to 59 years,Female,Number,223
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,50 to 59 years,Male,Number,517
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,60 years or more,Female,Number,184
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2025,60 years or more,Male,Number,355
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2024,0 to 19 years,Female,Number,148
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2024,0 to 19 years,Male,Number,72
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2024,20 to 29 years,Female,Number,499
Opioids,Emergency Department (ED) Visits,Sex and age group,Alberta,48,By year,2024,20 to 29 years,Male,Number,673
