Substance,Source,Specific_Measure,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Hospitalizations,Sex and age group,British Columbia,59,By year,2016,60 years or more,Female,Number,120
Opioids,Hospitalizations,Sex and age group,British Columbia,59,By year,2016,60 years or more,Male,Number,103
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,0 to 19 years,Female,Number,23
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,0 to 19 years,Male,Number,25
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,20 to 29 years,Female,Number,71
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,20 to 29 years,Male,Number,117
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,30 to 39 years,Female,Number,82
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,30 to 39 years,Male,Number,166
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,40 to 49 years,Female,Number,67
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,40 to 49 years,Male,Number,154
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,50 to 59 years,Female,Number,54
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,50 to 59 years,Male,Number,100
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,60 years or more,Female,Number,103
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2025,60 years or more,Male,Number,146
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,0 to 19 years,Female,Number,19
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,0 to 19 years,Male,Number,13
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,20 to 29 years,Female,Number,52
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,20 to 29 years,Male,Number,87
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,30 to 39 years,Female,Number,69
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,30 to 39 years,Male,Number,132
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,40 to 49 years,Female,Number,54
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,40 to 49 years,Male,Number,97
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,50 to 59 years,Female,Number,67
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,50 to 59 years,Male,Number,66
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,60 years or more,Female,Number,100
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2024,60 years or more,Male,Number,94
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,0 to 19 years,Female,Number,37
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,0 to 19 years,Male,Number,30
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,20 to 29 years,Female,Number,85
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,20 to 29 years,Male,Number,122
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,30 to 39 years,Female,Number,99
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,30 to 39 years,Male,Number,212
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,40 to 49 years,Female,Number,85
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,40 to 49 years,Male,Number,160
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,50 to 59 years,Female,Number,54
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,50 to 59 years,Male,Number,107
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,60 years or more,Female,Number,93
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2023,60 years or more,Male,Number,108
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,0 to 19 years,Female,Number,39
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,0 to 19 years,Male,Number,17
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,20 to 29 years,Female,Number,55
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,20 to 29 years,Male,Number,98
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,30 to 39 years,Female,Number,84
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,30 to 39 years,Male,Number,119
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,40 to 49 years,Female,Number,45
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,40 to 49 years,Male,Number,91
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,50 to 59 years,Female,Number,51
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,50 to 59 years,Male,Number,84
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,60 years or more,Female,Number,98
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2022,60 years or more,Male,Number,102
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,0 to 19 years,Female,Number,37
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,0 to 19 years,Male,Number,14
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,20 to 29 years,Female,Number,72
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,20 to 29 years,Male,Number,146
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,30 to 39 years,Female,Number,100
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,30 to 39 years,Male,Number,181
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,40 to 49 years,Female,Number,72
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,40 to 49 years,Male,Number,134
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,50 to 59 years,Female,Number,60
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,50 to 59 years,Male,Number,89
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,60 years or more,Female,Number,121
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2021,60 years or more,Male,Number,103
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,0 to 19 years,Female,Number,25
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,0 to 19 years,Male,Number,16
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,20 to 29 years,Female,Number,61
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,20 to 29 years,Male,Number,88
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,30 to 39 years,Female,Number,67
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,30 to 39 years,Male,Number,127
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,40 to 49 years,Female,Number,64
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,40 to 49 years,Male,Number,91
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,50 to 59 years,Female,Number,62
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,50 to 59 years,Male,Number,85
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,60 years or more,Female,Number,94
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2020,60 years or more,Male,Number,98
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,0 to 19 years,Female,Number,29
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,0 to 19 years,Male,Number,13
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,20 to 29 years,Female,Number,43
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,20 to 29 years,Male,Number,57
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,30 to 39 years,Female,Number,65
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,30 to 39 years,Male,Number,81
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,40 to 49 years,Female,Number,52
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,40 to 49 years,Male,Number,48
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,50 to 59 years,Female,Number,60
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,50 to 59 years,Male,Number,48
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,60 years or more,Female,Number,103
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2019,60 years or more,Male,Number,104
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,0 to 19 years,Female,Number,37
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,0 to 19 years,Male,Number,14
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,20 to 29 years,Female,Number,83
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,20 to 29 years,Male,Number,117
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,30 to 39 years,Female,Number,53
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,30 to 39 years,Male,Number,113
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,40 to 49 years,Female,Number,64
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,40 to 49 years,Male,Number,80
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,50 to 59 years,Female,Number,82
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,50 to 59 years,Male,Number,72
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,60 years or more,Female,Number,107
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2018,60 years or more,Male,Number,86
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,0 to 19 years,Female,Number,28
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,0 to 19 years,Male,Number,19
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,20 to 29 years,Female,Number,68
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,20 to 29 years,Male,Number,120
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,30 to 39 years,Female,Number,60
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,30 to 39 years,Male,Number,138
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,40 to 49 years,Female,Number,55
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,40 to 49 years,Male,Number,60
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,50 to 59 years,Female,Number,104
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,50 to 59 years,Male,Number,69
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,60 years or more,Female,Number,111
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2017,60 years or more,Male,Number,99
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,0 to 19 years,Female,Number,33
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,0 to 19 years,Male,Number,22
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,20 to 29 years,Female,Number,57
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,20 to 29 years,Male,Number,108
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,30 to 39 years,Female,Number,49
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,30 to 39 years,Male,Number,84
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,40 to 49 years,Female,Number,95
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,40 to 49 years,Male,Number,71
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,50 to 59 years,Female,Number,89
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,50 to 59 years,Male,Number,81
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,60 years or more,Female,Number,149
Opioids,Hospitalizations,Sex and age group,Alberta,48,By year,2016,60 years or more,Male,Number,85
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,0 to 19 years,Female,Number,7
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,0 to 19 years,Male,Number,9
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,20 to 29 years,Female,Number,9
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,20 to 29 years,Male,Number,12
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,30 to 39 years,Female,Number,32
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,30 to 39 years,Male,Number,24
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,40 to 49 years,Female,Number,6
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,40 to 49 years,Male,Number,33
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,50 to 59 years,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,50 to 59 years,Male,Number,20
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,60 years or more,Female,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2025,60 years or more,Male,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,0 to 19 years,Female,Number,9
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,0 to 19 years,Male,Number,5
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,20 to 29 years,Female,Number,14
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,20 to 29 years,Male,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,30 to 39 years,Female,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,30 to 39 years,Male,Number,28
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,40 to 49 years,Female,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,40 to 49 years,Male,Number,29
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,50 to 59 years,Female,Number,16
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,50 to 59 years,Male,Number,14
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,60 years or more,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2024,60 years or more,Male,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,0 to 19 years,Female,Number,14
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,0 to 19 years,Male,Number,7
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,20 to 29 years,Female,Number,22
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,20 to 29 years,Male,Number,24
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,30 to 39 years,Female,Number,29
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,30 to 39 years,Male,Number,30
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,40 to 49 years,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,40 to 49 years,Male,Number,30
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,50 to 59 years,Female,Number,22
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,50 to 59 years,Male,Number,15
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,60 years or more,Female,Number,28
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2023,60 years or more,Male,Number,37
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,0 to 19 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,0 to 19 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,20 to 29 years,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,20 to 29 years,Male,Number,20
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,30 to 39 years,Female,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,30 to 39 years,Male,Number,27
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,40 to 49 years,Female,Number,18
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,40 to 49 years,Male,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,50 to 59 years,Female,Number,16
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,50 to 59 years,Male,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,60 years or more,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2022,60 years or more,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,0 to 19 years,Female,Number,11
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,0 to 19 years,Male,Number,13
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,20 to 29 years,Female,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,20 to 29 years,Male,Number,39
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,30 to 39 years,Female,Number,35
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,30 to 39 years,Male,Number,45
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,40 to 49 years,Female,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,40 to 49 years,Male,Number,35
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,50 to 59 years,Female,Number,29
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,50 to 59 years,Male,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,60 years or more,Female,Number,18
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2021,60 years or more,Male,Number,22
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,0 to 19 years,Female,Number,10
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,0 to 19 years,Male,Number,6
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,20 to 29 years,Female,Number,21
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,20 to 29 years,Male,Number,34
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,30 to 39 years,Female,Number,36
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,30 to 39 years,Male,Number,48
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,40 to 49 years,Female,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,40 to 49 years,Male,Number,32
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,50 to 59 years,Female,Number,22
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,50 to 59 years,Male,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,60 years or more,Female,Number,38
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2020,60 years or more,Male,Number,14
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,0 to 19 years,Female,Number,16
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,0 to 19 years,Male,Number,11
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,20 to 29 years,Female,Number,33
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,20 to 29 years,Male,Number,36
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,30 to 39 years,Female,Number,27
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,30 to 39 years,Male,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,40 to 49 years,Female,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,40 to 49 years,Male,Number,13
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,50 to 59 years,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,50 to 59 years,Male,Number,16
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,60 years or more,Female,Number,29
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2019,60 years or more,Male,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,0 to 19 years,Female,Number,20
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,0 to 19 years,Male,Number,7
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,20 to 29 years,Female,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,20 to 29 years,Male,Number,21
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,30 to 39 years,Female,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,30 to 39 years,Male,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,40 to 49 years,Female,Number,17
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,40 to 49 years,Male,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,50 to 59 years,Female,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,50 to 59 years,Male,Number,15
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,60 years or more,Female,Number,33
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2018,60 years or more,Male,Number,8
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,0 to 19 years,Female,Number,11
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,0 to 19 years,Male,Number,7
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,20 to 29 years,Female,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,20 to 29 years,Male,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,30 to 39 years,Female,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,30 to 39 years,Male,Number,20
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,40 to 49 years,Female,Number,19
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,40 to 49 years,Male,Number,21
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,50 to 59 years,Female,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,50 to 59 years,Male,Number,18
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,60 years or more,Female,Number,27
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2017,60 years or more,Male,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,0 to 19 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,0 to 19 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,20 to 29 years,Female,Number,25
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,20 to 29 years,Male,Number,21
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,30 to 39 years,Female,Number,20
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,30 to 39 years,Male,Number,30
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,40 to 49 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,40 to 49 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,50 to 59 years,Female,Number,26
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,50 to 59 years,Male,Number,23
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,60 years or more,Female,Number,27
Opioids,Hospitalizations,Sex and age group,Saskatchewan,47,By year,2016,60 years or more,Male,Number,21
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,0 to 19 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,0 to 19 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,20 to 29 years,Female,Number,9
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,20 to 29 years,Male,Number,10
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,30 to 39 years,Female,Number,14
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,30 to 39 years,Male,Number,15
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,40 to 49 years,Female,Number,8
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,40 to 49 years,Male,Number,9
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,50 to 59 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,50 to 59 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,60 years or more,Female,Number,7
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2025,60 years or more,Male,Number,16
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,0 to 19 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,0 to 19 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,20 to 29 years,Female,Number,13
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,20 to 29 years,Male,Number,22
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,30 to 39 years,Female,Number,15
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,30 to 39 years,Male,Number,18
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,40 to 49 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,40 to 49 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,50 to 59 years,Female,Number,7
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,50 to 59 years,Male,Number,15
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,60 years or more,Female,Number,10
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2024,60 years or more,Male,Number,11
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,0 to 19 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,0 to 19 years,Male,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,20 to 29 years,Female,Number,9
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,20 to 29 years,Male,Number,15
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,30 to 39 years,Female,Number,24
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,30 to 39 years,Male,Number,29
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,40 to 49 years,Female,Number,12
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,40 to 49 years,Male,Number,18
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,50 to 59 years,Female,Number,Suppr.
Opioids,Hospitalizations,Sex and age group,Manitoba,46,By year,2023,50 to 59 years,Male,Number,Suppr.
